Company,Sector,Industry,Country,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,datetime extracted
Sempra Energy,Utilities,Utilities - Diversified,USA,S&P 500,19.82,6.34,0.06%,292.79M,0.64%,36.10B,15.85,7.05%,-5.11%,292.36M,4.65%,1.89B,3.70,1.30,87.80%,1.66%,-1.06%,10.90B,3.31,120.00%,0.01%,2.62,-21.37%,61.00,2.06,3.60%,142.27,-10.57%,7.82,16.07,5.35%,14.20%,88.00 - 161.87,-17.07%,4.18,30.49,5.30%,5.60%,-22.39%,0.73,3.33%,0.40,-0.40%,97.30%,42.75%,3.30,13969,0.40,2.80%,27.40%,56.13,2.35% 2.42%,Yes,1.57,24.30%,21.80%,0.77,127.34,Yes,1.13,Aug 05 BMO,46.20%,1.85M,125.62,2.20,4.07%,1.92%,-7.45%,"1,431,217",-1.35%,2020-07-25 16:25:46.619279
"ServiceNow, Inc.",Technology,Software - Application,USA,S&P 500,125.02,3.40,0.10%,190.16M,0.80%,79.56B,79.37,26.55%,-75.11%,188.74M,8.21%,676.50M,4.61,1.01,95.70%,3.36%,40.35%,3.72B,21.40,27.40%,0.08%,3.28,37.43%,11.92,35.67,12.50%,389.66,48.81%,9.93,42.80,27.09%,38.20%,213.99 - 454.70,50.61%,-,74.66,35.50%,21.30%,-6.49%,1.33,-,1.00,38.40%,77.60%,98.70%,15.61,11148,1.00,32.60%,2.90%,54.51,4.16% 3.70%,Yes,0.00,-,18.20%,0.52,430.85,Yes,0.31,Jul 29 AMC,0.00%,1.93M,425.19,1.90,1.62%,6.49%,32.95%,"1,000,076",-1.31%,2020-07-25 16:25:46.619279
The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,USA,S&P 500,35.79,17.32,0.20%,91.08M,1.63%,55.26B,26.32,14.91%,-19.76%,82.00M,9.42%,1.62B,4.51,5.83,80.10%,1.00%,22.52%,18.01B,3.07,42.40%,-0.07%,1.61,4.23%,36.11,17.17,7.80%,605.43,21.74%,2.68,231.68,7.94%,42.60%,325.43 - 628.44,6.25%,5.36,34.77,13.50%,11.80%,-1.34%,1.22,0.86%,0.60,10.00%,45.50%,90.52%,12.69,61111,0.90,2.60%,11.40%,63.61,1.68% 2.17%,Yes,2.97,32.30%,9.00%,0.87,618.50,Yes,2.52,Jul 28 BMO,26.80%,508.05K,620.02,2.30,5.08%,6.73%,11.67%,"441,073",0.25%,2020-07-25 16:25:46.619279
"Simon Property Group, Inc.",Real Estate,REIT - Retail,USA,S&P 500,9.37,6.47,0.40%,306.50M,-2.93%,18.67B,11.03,1.05%,43.44%,304.20M,-6.97%,1.99B,1.09,1.02,97.30%,9.03%,17.63%,5.66B,3.30,-13.40%,-0.12%,3.03,-58.18%,6.98,8.68,6.10%,86.14,-61.74%,12.09,5.01,8.60%,78.50%,42.25 - 164.46,-59.34%,5.20,69.29,9.00%,10.50%,-63.17%,1.32,8.59%,-,3.40%,82.10%,43.36%,3.44,3000,-,-6.80%,48.00%,44.37,3.43% 4.94%,Yes,12.88,-19.60%,35.10%,0.34,61.80,Yes,12.88,Aug 10 AMC,129.10%,9.06M,60.57,2.50,-6.11%,-8.33%,-42.97%,"3,110,792",-1.99%,2020-07-25 16:25:46.619279
"Skyworks Solutions, Inc.",Technology,Semiconductors,USA,S&P 500,28.27,4.66,0.30%,170.00M,-1.75%,21.58B,19.83,18.30%,-11.25%,163.30M,4.11%,801.00M,2.51,1.12,81.90%,1.56%,36.37%,3.26B,6.63,-22.10%,-0.16%,1.24,7.60%,24.37,5.40,16.10%,122.79,53.64%,6.55,20.09,11.25%,19.10%,67.90 - 139.88,8.88%,1.76,32.20,15.80%,20.70%,-5.91%,1.26,1.34%,4.30,8.10%,47.20%,93.83%,4.06,9000,6.10,-5.50%,26.70%,52.55,3.44% 2.80%,Yes,0.00,-13.60%,24.30%,1.47,135.34,Yes,0.00,Jul 23 AMC,36.60%,2.06M,131.61,2.30,0.25%,4.41%,21.80%,"3,019,758",-2.76%,2020-07-25 16:25:46.619279
SL Green Realty Corp.,Real Estate,REIT - Office,USA,S&P 500,11.54,4.02,0.46%,77.86M,-4.93%,3.54B,63.01,-42.24%,-22.33%,75.43M,-6.78%,326.50M,-,0.14,-,9.03%,3.85%,1.25B,2.84,16.20%,1.41%,3.44,-50.26%,64.75,0.72,2.50%,62.00,-42.92%,7.27,6.39,-10.84%,6.10%,35.16 - 96.39,-49.46%,3.54,-,-1.80%,3.80%,-51.82%,1.59,7.62%,-,-4.00%,63.70%,32.08%,2.57,1033,-,3.30%,33.30%,46.18,5.70% 4.97%,Yes,1.25,179.30%,26.10%,0.50,47.90,Yes,1.25,Jul 22 AMC,85.00%,1.98M,46.44,2.80,-4.53%,-2.92%,-32.69%,"986,047",-3.05%,2020-07-25 16:25:46.619279
Snap-on Incorporated,Industrials,Tools & Accessories,USA,S&P 500,12.07,11.74,1.30%,54.50M,1.29%,7.86B,13.09,17.31%,-4.42%,53.60M,8.35%,652.80M,1.21,1.79,99.10%,12.20%,22.12%,4.00B,1.97,4.00%,0.64%,11.32,-14.59%,61.12,2.32,11.70%,143.10,-8.03%,3.35,42.32,10.00%,19.60%,90.72 - 172.61,-16.32%,4.32,21.40,11.70%,16.40%,-17.88%,1.37,3.05%,1.70,3.10%,53.40%,56.25%,3.93,12800,2.50,-6.90%,22.70%,56.71,2.24% 2.68%,Yes,0.34,-21.10%,16.30%,0.73,142.33,Yes,0.29,Jul 31 BMO,34.10%,577.56K,141.75,2.30,3.95%,4.25%,-2.30%,"419,306",-0.41%,2020-07-25 16:25:46.619279
The Southern Company,Utilities,Utilities - Regulated Electric,USA,S&P 500,16.48,3.33,0.10%,1.06B,0.49%,57.03B,16.61,4.79%,-7.06%,1.05B,4.72%,3.52B,3.64,0.67,60.90%,1.13%,-4.99%,21.03B,2.71,109.90%,-0.24%,2.44,-21.01%,26.23,2.09,3.00%,60.73,-0.92%,2.08,26.35,4.53%,12.90%,41.96 - 71.10,-13.89%,2.56,-,15.60%,8.00%,-22.86%,0.43,4.67%,0.80,3.00%,89.20%,30.72%,1.37,27943,1.00,-7.30%,25.20%,55.01,2.43% 2.31%,Yes,1.72,-59.20%,16.80%,0.56,55.56,Yes,1.60,Jul 30 BMO,73.90%,4.88M,54.85,2.90,3.15%,0.09%,-8.17%,"2,723,167",-1.28%,2020-07-25 16:25:46.619279
Southwest Airlines Co.,Industrials,Airlines,USA,S&P 500,9.50,3.33,0.30%,515.00M,-7.24%,18.70B,17.73,140.10%,-56.80%,507.09M,-1.83%,1.79B,-,-2.66,64.00%,3.09%,7.94%,21.51B,0.87,-2.00%,-12.32%,0.61,-44.01%,17.62,1.80,6.90%,41.41,-42.34%,9.39,3.37,-3.01%,18.80%,22.47 - 58.83,-41.35%,-,18.12,20.80%,18.20%,-46.18%,1.23,-,0.60,3.80%,74.10%,40.93%,1.65,60922,0.70,-17.80%,10.90%,42.98,3.89% 4.65%,Yes,0.56,-126.00%,8.50%,0.58,32.79,Yes,0.25,Jul 23 BMO,21.20%,25.55M,31.66,2.20,-5.46%,-4.75%,-28.83%,"14,930,625",-3.45%,2020-07-25 16:25:46.619279
"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,USA,S&P 500,25.02,6.11,0.30%,154.13M,-0.29%,23.48B,20.17,24.52%,-17.31%,153.74M,16.65%,919.10M,30.32,1.08,89.90%,2.91%,41.93%,14.24B,1.65,19.60%,0.27%,2.69,-8.15%,49.58,3.08,4.30%,145.87,0.47%,6.43,23.79,0.83%,12.20%,70.00 - 173.67,-7.74%,2.80,33.37,3.40%,11.10%,-11.95%,1.55,1.83%,0.60,5.00%,33.50%,118.44%,4.18,59438,1.10,-6.10%,9.30%,65.19,1.89% 2.75%,Yes,0.79,-22.60%,6.50%,0.87,152.36,Yes,0.63,Jul 30 BMO,44.20%,1.66M,152.91,2.20,6.40%,12.98%,9.21%,"1,440,240",0.36%,2020-07-25 16:25:46.619279
Starbucks Corporation,Consumer Cyclical,Restaurants,USA,S&P 500,26.97,2.81,0.10%,1.17B,2.18%,88.81B,28.77,192.99%,-2.46%,1.17B,2.91%,3.39B,24.16,-0.57,70.90%,1.55%,0.26%,26.66B,3.33,-13.00%,0.13%,1.72,-17.66%,-6.43,-,14.20%,79.88,-16.71%,2.24,33.83,1.12%,-54.60%,50.02 - 99.72,-13.81%,1.64,-,16.60%,77.60%,-24.01%,0.78,2.16%,0.50,10.00%,26.90%,51.50%,1.85,346000,0.70,-4.90%,16.90%,51.86,2.24% 2.28%,Yes,-,-47.50%,12.70%,0.54,75.36,Yes,-,Jul 28 AMC,54.30%,10.47M,75.78,2.50,2.09%,-0.38%,-5.10%,"5,667,011",0.56%,2020-07-25 16:25:46.619279
State Street Corporation,Financial,Asset Management,USA,S&P 500,10.74,5.81,0.50%,353.75M,1.04%,22.94B,10.03,0.16%,-1.34%,350.19M,1.17%,2.14B,4.33,1.42,92.80%,1.26%,8.60%,3.78B,6.06,-14.70%,0.15%,1.81,-20.41%,60.47,1.03,0.70%,72.44,4.83%,480.66,0.13,2.48%,9.30%,42.10 - 85.89,-21.18%,2.08,5.41,3.50%,5.80%,-27.41%,1.53,3.34%,-,8.20%,-,48.10%,2.33,39318,-,-15.30%,67.50%,47.90,2.74% 3.68%,Yes,0.00,36.80%,53.10%,0.70,62.41,Yes,0.73,Jul 17 BMO,35.60%,2.44M,62.35,2.50,-1.02%,-0.37%,-6.55%,"1,701,824",-0.10%,2020-07-25 16:25:46.619279
STERIS plc,Healthcare,Medical Instruments & Supplies,Ireland,S&P 500,32.85,4.76,0.30%,84.89M,-2.26%,13.04B,24.64,21.20%,-27.58%,84.49M,4.90%,407.60M,3.29,0.96,91.80%,1.08%,5.77%,3.03B,4.30,33.80%,0.01%,1.61,3.34%,39.98,3.91,7.70%,175.00,5.71%,3.83,40.81,10.00%,12.30%,105.69 - 168.98,2.58%,1.48,51.54,16.20%,9.80%,-7.47%,0.76,0.95%,1.90,10.40%,43.50%,47.93%,3.21,13000,2.40,7.10%,17.70%,52.17,1.70% 2.05%,Yes,0.34,13.10%,13.40%,0.55,158.03,Yes,0.34,May 13 AMC,30.20%,567.52K,156.35,2.40,1.70%,0.32%,4.17%,"310,935",-1.06%,2020-07-25 16:25:46.619279
Stryker Corporation,Healthcare,Medical Devices,USA,S&P 500,34.91,5.70,0.10%,374.80M,2.99%,72.14B,22.60,38.11%,-10.49%,347.47M,12.78%,2.16B,6.66,0.55,74.50%,0.98%,5.69%,14.96B,4.82,4.60%,0.12%,2.05,-7.19%,34.99,5.68,7.70%,206.68,-6.50%,11.16,17.82,5.24%,17.20%,124.54 - 226.30,-5.29%,2.30,72.14,32.40%,9.30%,-12.14%,0.84,1.16%,1.80,9.00%,65.70%,59.65%,5.02,40000,2.60,2.00%,18.90%,65.03,2.15% 2.51%,Yes,0.80,19.50%,14.50%,1.02,195.16,Yes,0.72,Jul 30 AMC,36.90%,1.65M,198.83,2.10,8.10%,5.71%,2.16%,"1,683,878",1.88%,2020-07-25 16:25:46.619279
SVB Financial Group,Financial,Banks - Regional,USA,S&P 500,12.23,18.84,0.40%,51.57M,5.91%,12.01B,15.08,19.38%,-15.33%,51.29M,10.79%,980.40M,1.54,3.11,95.50%,2.12%,25.23%,2.33B,5.16,20.00%,0.15%,2.49,-8.80%,129.83,1.77,1.40%,228.13,2.83%,210.78,1.09,7.95%,16.20%,127.39 - 270.95,-8.21%,-,13.25,32.50%,24.20%,-14.95%,2.23,-,-,21.00%,-,80.89%,8.73,3710,-,3.00%,85.00%,59.54,2.66% 3.91%,Yes,0.05,-53.20%,42.20%,1.06,224.89,Yes,0.05,Jul 23 AMC,0.00%,437.60K,230.43,2.20,7.92%,9.35%,7.74%,"464,641",2.46%,2020-07-25 16:25:46.619279
Synchrony Financial,Financial,Credit Services,USA,S&P 500,5.31,4.44,0.30%,604.90M,1.51%,14.07B,7.78,78.45%,-16.08%,581.18M,6.65%,2.92B,-,0.15,-,2.43%,38.83%,18.71B,0.75,48.90%,1.85%,1.68,-27.80%,18.57,1.27,2.80%,24.58,-35.47%,22.94,1.03,-,21.00%,12.15 - 38.18,-34.57%,0.88,1.83,14.90%,33.50%,-38.29%,1.67,3.74%,-,9.30%,-,93.91%,1.04,16500,-,-7.90%,61.30%,55.64,4.46% 4.38%,Yes,1.54,-71.00%,15.60%,0.87,23.39,Yes,1.54,Jul 21 BMO,19.70%,8.40M,23.56,1.90,4.80%,6.79%,-14.70%,"7,289,324",0.73%,2020-07-25 16:25:46.619279
"Synopsys, Inc.",Technology,Software - Infrastructure,USA,S&P 500,63.03,3.07,0.30%,150.60M,-1.48%,28.70B,32.09,14.37%,-57.25%,149.85M,2.20%,474.60M,4.15,1.35,91.50%,1.33%,26.36%,3.40B,8.44,-3.10%,-0.31%,2.07,25.52%,28.39,6.81,7.00%,202.69,40.63%,5.77,33.52,15.20%,11.50%,104.90 - 204.90,38.92%,-,37.20,16.00%,12.00%,-5.63%,1.16,-,0.90,10.30%,78.00%,84.34%,5.72,13896,1.00,3.00%,13.80%,50.45,2.89% 2.77%,Yes,0.06,-7.30%,14.00%,1.25,197.80,Yes,0.03,May 20 AMC,0.00%,960.69K,193.37,1.80,-1.69%,4.23%,26.87%,"1,203,871",-2.24%,2020-07-25 16:25:46.619279
Sysco Corporation,Consumer Defensive,Food Distribution,USA,S&P 500,20.76,2.65,0.10%,508.75M,1.42%,28.12B,24.56,11.29%,274.97%,506.83M,0.11%,1.37B,2.80,-0.29,82.60%,2.76%,3.50%,59.50B,0.47,25.50%,-0.06%,3.11,-33.51%,3.99,13.77,7.10%,58.29,-21.66%,4.38,12.55,7.40%,57.60%,26.00 - 85.98,-35.77%,1.80,73.48,15.40%,18.90%,-36.10%,1.09,3.28%,0.90,5.30%,19.00%,111.31%,2.09,69000,1.50,-6.50%,3.40%,51.53,2.80% 3.52%,Yes,5.35,-100.80%,2.30%,0.46,54.94,Yes,4.94,May 05 BMO,60.70%,4.50M,54.94,2.50,2.22%,0.67%,-17.09%,"2,070,689",0.00%,2020-07-25 16:25:46.619279
"T-Mobile US, Inc.",Communication Services,Telecom Services,USA,S&P 500,25.81,4.07,9.10%,858.15M,-0.40%,128.93B,46.04,33.51%,0.13%,592.15M,-3.23%,3.51B,8.06,0.13,33.60%,3.93%,15.56%,45.03B,2.86,19.40%,35.53%,2.97,28.62%,33.77,3.11,4.10%,114.99,31.31%,0.91,115.94,3.20%,12.50%,63.50 - 111.58,33.81%,-,154.22,67.70%,7.90%,-5.96%,0.30,-,0.60,8.80%,59.70%,65.24%,2.21,53000,0.60,0.30%,12.80%,51.56,1.15% 1.92%,Yes,0.94,3.80%,7.80%,0.64,104.51,Yes,0.91,May 06 AMC,0.00%,7.84M,104.93,2.00,-0.82%,1.94%,19.09%,"4,979,757",0.40%,2020-07-25 16:25:46.619279
"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,S&P 500,16.69,8.03,0.80%,234.10M,0.15%,30.10B,15.47,7.81%,-5.25%,223.59M,10.68%,1.91B,8.54,2.03,73.20%,1.98%,33.52%,5.75B,5.23,17.90%,0.10%,3.55,2.13%,27.48,4.88,21.10%,130.15,17.60%,6.95,19.26,1.95%,28.30%,82.51 - 139.82,9.96%,3.60,39.38,13.90%,24.10%,-4.18%,1.17,2.69%,-,6.70%,-,62.37%,3.03,7365,-,10.20%,44.50%,62.87,1.84% 2.19%,Yes,0.00,-32.40%,33.20%,0.80,134.07,Yes,0.00,Jul 29 BMO,39.10%,1.24M,133.97,2.60,5.09%,8.07%,12.37%,"999,287",-0.07%,2020-07-25 16:25:46.619279
"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,S&P 500,44.07,3.54,0.30%,113.40M,3.61%,17.75B,27.14,47.15%,-63.57%,112.65M,11.55%,404.50M,3.31,1.59,95.90%,3.93%,22.01%,3.09B,5.74,24.00%,0.14%,2.11,24.54%,22.39,6.97,8.50%,149.61,30.83%,17.60,8.87,13.32%,17.60%,100.00 - 156.32,27.44%,-,28.07,24.70%,14.60%,-0.19%,0.57,-,1.70,23.30%,50.10%,56.02%,4.49,5800,1.70,41.10%,13.80%,64.15,3.08% 3.08%,Yes,0.00,137.90%,13.10%,0.78,151.48,Yes,0.00,Aug 03 AMC,0.00%,2.10M,156.02,2.10,5.55%,10.78%,24.08%,"1,639,077",3.00%,2020-07-25 16:25:46.619279
"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,USA,S&P 500,-,-1.02,0.31%,276.10M,-1.39%,3.82B,8.51,157.82%,1.85%,275.25M,5.23%,-275.40M,-,-0.62,92.30%,5.35%,-1.25%,5.76B,0.66,7.40%,-0.90%,2.39,-50.64%,9.25,1.46,-2.60%,18.75,-56.29%,3.17,4.26,-7.71%,-6.70%,10.18 - 31.05,-50.06%,-,-,-5.50%,12.90%,-56.61%,1.37,-,1.10,4.60%,66.80%,32.32%,0.69,21000,1.90,-19.40%,-1.80%,48.59,4.74% 4.91%,Yes,0.63,-707.70%,-3.60%,0.92,13.87,Yes,0.62,Aug 13 BMO,-,6.17M,13.47,2.60,2.25%,-2.87%,-34.29%,"5,696,538",-2.88%,2020-07-25 16:25:46.619279
Target Corporation,Consumer Defensive,Discount Stores,USA,S&P 500,23.01,5.38,0.20%,501.00M,1.68%,62.00B,18.24,37.67%,-12.37%,498.71M,3.33%,2.76B,6.16,1.44,84.80%,2.74%,14.74%,80.10B,0.77,16.80%,0.00%,2.82,8.21%,22.29,5.55,6.40%,129.59,40.63%,9.11,13.58,3.74%,23.90%,80.03 - 130.24,-3.51%,2.72,17.11,10.40%,16.00%,-5.01%,0.79,2.20%,0.40,1.50%,28.70%,54.57%,2.51,368000,1.00,11.30%,5.00%,61.83,2.01% 1.92%,Yes,1.28,-63.20%,3.50%,0.79,122.35,Yes,1.26,May 20 BMO,48.10%,4.85M,123.71,2.10,3.32%,3.28%,7.71%,"3,823,432",1.11%,2020-07-25 16:25:46.619279
TE Connectivity Ltd.,Technology,Electronic Components,Switzerland,S&P 500,42.22,2.07,0.10%,334.00M,1.97%,28.50B,18.16,28.65%,-17.37%,329.20M,11.78%,705.00M,4.26,0.41,95.60%,1.13%,24.40%,13.05B,2.18,-35.90%,0.21%,1.94,-11.31%,27.14,3.22,3.50%,85.00,-5.09%,2.44,35.80,9.90%,6.90%,48.62 - 101.00,-8.94%,1.92,23.99,8.10%,13.70%,-13.59%,1.33,2.20%,0.90,2.40%,32.30%,79.49%,2.18,78000,1.40,-6.40%,7.80%,61.54,1.90% 2.28%,Yes,0.48,-207.30%,5.40%,1.12,88.31,Yes,0.41,Jul 29 BMO,88.90%,1.93M,87.27,2.20,6.07%,7.14%,3.63%,"2,170,378",-1.18%,2020-07-25 16:25:46.619279
TechnipFMC plc,Energy,Oil & Gas Equipment & Services,United Kingdom,S&P 500,-,-12.74,0.70%,447.50M,2.98%,3.65B,13.86,70.54%,1.26%,446.20M,11.99%,-5692.20M,-,0.06,84.20%,2.99%,-1.00%,13.63B,0.27,-29.30%,0.43%,1.95,-55.82%,9.06,0.88,-24.30%,11.50,-71.62%,11.08,0.72,7.25%,-70.90%,4.49 - 28.57,-62.97%,0.13,13.06,-,-14.90%,-72.21%,2.28,1.64%,1.00,-,17.40%,76.84%,0.41,37000,1.10,7.50%,-35.20%,54.53,3.94% 4.93%,Yes,1.09,-,-41.80%,0.71,7.91,Yes,0.94,Jul 29 AMC,-,6.83M,7.94,2.20,7.33%,3.40%,-42.19%,"4,835,663",0.38%,2020-07-25 16:25:46.619279
Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,USA,S&P 500,28.42,10.87,1.10%,36.60M,-5.33%,11.21B,27.92,15.48%,-18.75%,36.12M,0.42%,409.20M,0.98,1.99,93.10%,1.71%,-2.24%,3.20B,3.50,19.20%,5.22%,1.65,-14.62%,75.22,4.11,9.20%,350.00,4.28%,6.38,48.44,29.10%,15.60%,195.34 - 398.99,-10.85%,-,28.66,13.30%,11.80%,-22.57%,1.03,-,1.30,5.70%,39.20%,58.16%,10.93,11790,1.80,5.30%,15.60%,43.91,3.45% 3.12%,Yes,0.31,7.40%,12.80%,0.72,321.79,Yes,0.27,Jul 22 BMO,0.00%,374.83K,308.95,2.20,-0.35%,-6.40%,-7.66%,"268,773",-3.99%,2020-07-25 16:25:46.619279
Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,S&P 500,33.18,11.69,0.30%,46.38M,1.51%,17.43B,28.58,35.50%,-4.55%,46.28M,9.10%,551.20M,2.78,1.25,94.20%,1.72%,14.56%,2.61B,6.67,133.70%,0.21%,3.02,2.01%,66.25,5.85,8.60%,394.55,12.00%,9.04,42.89,11.95%,19.10%,221.27 - 398.65,2.98%,1.36,86.17,19.10%,11.10%,-2.76%,1.00,0.35%,2.40,7.10%,56.70%,75.20%,8.98,14400,3.60,2.80%,19.10%,66.39,1.77% 2.36%,Yes,0.78,211.00%,21.10%,0.54,388.84,Yes,0.76,Apr 30 BMO,11.40%,263.24K,387.66,1.80,5.41%,6.96%,11.23%,"142,557",-0.30%,2020-07-25 16:25:46.619279
Texas Instruments Incorporated,Technology,Semiconductors,USA,S&P 500,24.87,5.21,0.20%,931.00M,-3.18%,117.45B,26.22,20.15%,-34.10%,915.54M,4.55%,4.95B,2.49,0.87,86.80%,1.83%,13.78%,14.12B,8.32,-5.60%,-0.08%,3.33,-0.68%,8.31,15.60,28.00%,122.04,1.79%,5.23,24.77,10.00%,58.00%,93.09 - 137.65,1.04%,3.60,46.77,15.30%,34.10%,-5.83%,1.12,2.78%,2.60,2.00%,63.70%,39.25%,3.39,29768,3.50,-7.40%,39.60%,52.28,3.00% 2.54%,Yes,0.85,-2.10%,35.00%,1.01,129.04,Yes,0.71,Jul 21 AMC,63.10%,5.02M,129.63,2.60,0.04%,3.95%,7.42%,"5,076,987",0.46%,2020-07-25 16:25:46.619279
Textron Inc.,Industrials,Aerospace & Defense,USA,S&P 500,11.58,2.97,0.40%,228.31M,2.72%,7.83B,14.15,70.99%,-0.16%,226.43M,5.92%,686.00M,-,-0.07,84.50%,2.54%,27.08%,13.30B,0.59,-26.60%,0.23%,3.36,-23.15%,24.24,1.42,4.50%,33.82,-32.37%,10.73,3.20,-6.54%,12.60%,20.26 - 52.87,-22.98%,0.08,16.08,10.30%,9.40%,-35.03%,1.66,0.23%,1.00,-0.40%,15.70%,69.55%,1.31,35000,1.90,-10.70%,6.50%,56.77,3.21% 3.87%,Yes,0.91,-71.20%,5.20%,0.73,34.61,Yes,0.66,Jul 30 BMO,2.70%,1.71M,34.35,2.60,4.99%,6.54%,-9.79%,"1,251,853",-0.75%,2020-07-25 16:25:46.619279
Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA,S&P 500,44.25,9.18,0.10%,397.00M,2.78%,159.29B,27.05,15.45%,-39.12%,394.09M,16.79%,3.70B,4.43,2.85,91.40%,0.76%,23.63%,25.65B,6.21,22.10%,0.01%,2.05,21.79%,71.94,5.65,6.30%,374.44,39.85%,7.89,51.53,9.99%,12.60%,250.21 - 420.99,25.09%,0.88,46.89,14.30%,8.50%,-3.47%,1.05,0.22%,1.70,8.60%,44.30%,62.42%,9.68,75000,2.30,1.70%,17.90%,72.89,2.43% 2.48%,Yes,0.70,-0.10%,14.30%,0.90,410.48,Yes,0.67,Jul 22 BMO,8.30%,1.47M,406.38,1.80,6.45%,12.95%,25.31%,"1,323,373",-1.00%,2020-07-25 16:25:46.619279
Tiffany & Co.,Consumer Cyclical,Luxury Goods,USA,S&P 500,42.08,2.89,0.40%,121.20M,-0.28%,14.77B,31.15,119.92%,0.00%,119.46M,-0.02%,351.30M,6.73,0.19,94.50%,8.27%,-3.91%,3.98B,3.71,-3.70%,0.03%,4.60,-9.59%,26.15,4.64,5.40%,133.92,29.73%,8.70,13.95,6.25%,11.00%,78.60 - 134.42,-9.16%,2.32,-,3.60%,13.40%,-9.68%,1.00,1.91%,1.20,0.80%,61.70%,54.47%,1.34,14100,3.20,-44.60%,11.70%,44.98,0.91% 1.13%,Yes,0.49,-151.90%,8.80%,0.63,121.61,Yes,0.28,Jun 09 BMO,80.00%,2.15M,121.41,3.10,-0.14%,-0.93%,-3.32%,"1,352,146",-0.16%,2020-07-25 16:25:46.619279
"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,USA,S&P 500,38.86,1.36,0.10%,1.20B,-0.04%,64.07B,20.65,502.59%,-7.14%,1.20B,2.64%,1.68B,8.77,-0.17,93.40%,1.28%,14.85%,36.85B,1.74,9.80%,-0.27%,1.68,-13.56%,3.96,13.36,7.00%,62.69,-3.92%,3.54,14.94,4.43%,31.30%,32.72 - 64.95,-13.38%,-,-,11.10%,40.20%,-18.57%,0.72,-,1.10,7.50%,31.20%,61.64%,1.58,286000,2.20,-52.50%,5.90%,51.59,2.53% 2.82%,Yes,1.52,-230.50%,4.60%,0.38,53.39,Yes,1.52,May 21 BMO,49.60%,9.15M,52.89,1.70,2.60%,1.02%,-4.45%,"3,460,883",-0.94%,2020-07-25 16:25:46.619279
Tractor Supply Company,Consumer Cyclical,Specialty Retail,USA,S&P 500,30.89,4.74,0.30%,116.74M,4.09%,17.11B,25.62,4.36%,-48.44%,115.00M,11.57%,569.30M,2.48,2.46,89.00%,2.93%,43.69%,8.49B,2.02,8.00%,0.37%,2.29,56.60%,11.60,12.63,10.30%,123.52,31.45%,3.95,37.07,12.45%,38.20%,63.89 - 154.48,56.82%,1.40,32.62,11.90%,29.10%,-5.15%,1.04,0.96%,0.40,7.90%,34.40%,129.35%,4.04,16000,1.70,7.50%,8.90%,76.86,3.77% 2.73%,Yes,0.78,13.40%,6.70%,1.13,146.00,Yes,0.75,Jul 23 BMO,29.30%,1.47M,146.53,2.30,6.68%,15.87%,44.45%,"1,660,073",0.36%,2020-07-25 16:25:46.619279
Trane Technologies plc,Industrials,Specialty Industrial Machinery,Ireland,S&P 500,20.80,4.99,0.50%,239.50M,1.28%,24.70B,24.61,35.74%,-0.11%,238.18M,20.60%,1.22B,9.90,0.74,84.60%,1.29%,23.48%,15.66B,1.58,3.90%,0.24%,1.75,2.41%,24.10,4.31,6.00%,99.59,9.26%,11.12,9.33,2.10%,17.20%,70.00 - 118.10,0.62%,2.12,27.19,11.40%,13.00%,-12.14%,1.18,2.04%,1.20,5.20%,31.10%,48.23%,2.62,50000,1.50,-5.80%,11.80%,67.41,1.87% 2.49%,Yes,0.97,-64.50%,7.50%,0.57,105.42,Yes,0.80,Jul 29 BMO,43.30%,1.76M,103.76,2.60,9.14%,13.65%,8.26%,"1,006,867",-1.57%,2020-07-25 16:25:46.619279
